company_name_id,company_name,url,contact_first_name,contact_last_name,contact_title,contact_email,contact_phone,city,state,country,zip_code,year_founded,full_time_employees,company_type,company_category,revenue_source,business_model,social_impact,description,description_short,financial_info,source_count,data_types,data_comments,example_uses,data_impacts,date_created,last_updated,display,survey_submitted,vetted,vettedByCompany,submitted_through_website,locked,notes
korea-software-industry-association,Korea Software Industry Association,https://www.sw.or.kr,,,,,,Gangnam-gu,Seoul,kr,06104,1988,,Private,Data/Technology,Software licensing ,,Management Productivity,"Established with a view to the sound development and promotion of domestic software industry, we have been committed to the enhancement of understanding and the policy and institution improvement in software industry over the past 20 years.",,,,,,,[],2016-02-03 14:40:31.711931,2016-02-03 14:40:31.712167,True,,,,,,
koreachart-,Koreachart ,https://play.google.com/store/apps/details?id=kr.co.koreachart.city,,,,,,,,kr,00000,,,Private,Data/Technology,Advertising,,Consumer empowerment,"Search for Studio Apartments, Efficiency Apartments, Apartments / Rooms by Key-Money Lease or Monthly Rent across the Country",,,,,,,[],2016-02-03 14:40:34.435854,2016-02-03 14:40:34.676440,True,,,,,,
koreasmartcard,koreasmartcard,http://www.koreasmartcard.co.kr,,,,,,Jung-gu,Seoul,kr,04637,2004,,Private,Data/Technology,Data analysis for clients,,,"Koreasmartcard focuses on the system building, card issuance and calculation for a T money traffic card system combined with up-to-date IT.",,,,,,,[],2016-02-03 14:40:31.975974,2016-02-03 14:40:32.132209,True,,,,,,
krg,KRG,http://www.krgweb.com,,,,,,Geumcheon-gu,Seoul,kr,08506,2000,11 - 50,Private,Data/Technology,Consulting,,Educational opportunity,An IT market survey organization ,,,,,,,[],2016-02-03 14:40:30.135146,2016-02-03 14:40:30.135316,True,,,,,,
ksic,ksic.,http://www.ksic.net,,,,,,Dongjak-gu,Seoul,kr,06994,1999,,Private,Data/Technology,"Consulting, Solutions business ",,Public safety,"A spatial information provider that perform projects for land, administration, traffic, disaster/disaster prevention, safety, asset management etc.",,,,,,,[],2016-02-03 14:40:28.238144,2016-02-03 14:40:28.405575,True,,,,,,
kt-nexr,KT NexR,http://www.ktnexr.com,,,,,,Seocho-gu,Seoul,kr,06707,,,Private,Data/Technology,"Consulting, Solutions business ",,,"Recognizing the values of big data analysis, Kt NexR has led the domestic big data market through the development of big data software platforms and the experience of many projects. ",,,,,,,[],2016-02-03 14:40:29.790730,2016-02-03 14:40:29.790949,True,,,,,,
ktcs,ktcs,www.ktcs.co.kr,,,,,,Seo-gu,Daejeon,kr,35287,2001,10001+,Private,,Information provider service,,"Citizen engagement and participation, Informacion access",Kt cs is a South Korea's No.1 customer service provider.,,,,,,,[],2016-02-03 14:39:50.115018,2016-02-03 14:39:50.258980,True,,,,,,
kth,KTH,http://www.kthcorp.com/index,,,,,,Dongjak-gu,Seoul,kr,07071,1991,,,,,,Lifstye benefits,"We run a content distribution business to deliver and distribute the digital contents combination copyrights in the genres of cinema, broadcast, animation etc, a T-commerce business to offer ""K Shopping"", and an ICT platform business to build and operate technology-based ICT services & platforms.   ",,,,,,,[],2016-02-03 14:40:36.888222,2016-02-03 14:40:37.048236,True,,,,,,
kweather,kweather,www.kweather.co.kr,,,,,,Guro-gu,Seoul,kr,08389,1997,51 - 200,Private,Advertising,"Data/Technology, Energy, Environment/Weather, Media, Scientific Research",,Environment and climate change,"This is a website to provide meteorological information on weather, air pollution, disasters etc.",,,,,,,[],2016-02-03 14:39:39.148903,2016-02-03 14:39:39.861709,True,,,,,,
l-cube,l cube,,,,,,,Seocho-gu,Seoul,kr,00000,2004,1 - 10,Private,Energy,"Government contract, Exportation",,"Environment and climate change, Housing access",,,,,,,,[],2016-02-03 14:39:59.686058,2016-02-03 14:39:59.686190,True,,,,,,
landfuture,landfuture,www.landfuture.co.kr,,,,,,,,kr,00000,,,Private,Data/Technology,Advertising,,,A service for offering real-estate market price and consulting services ,,,,,,,[],2016-02-03 14:40:34.701867,2016-02-03 14:40:34.933379,True,,,,,,
lawandtalk,lawandtalk,http://www.lawandtalk.co.kr,,,,,,Yangcheon-gu,Seoul,kr,07983,,,Private,Business/Legal Services,Advertising,,Consumer empowerment,We provide a service for finding neighboring lawyers who meet my requirements   ,,,,,,,[],2016-02-03 14:40:30.291325,2016-02-03 14:40:30.549914,True,,,,,,
lawnb,lawnb,http://www.lawnb.com/,,,,,,Guro-gu,Seoul,kr,08389,2000,11 - 50,Private,Business/Legal Services,"Database licensing, Subscriptions",,Consumer empowerment,"We provide more than one million cases of legal information on judgment cases, laws, documents, forms, administrative data, corporate legal matters, news, overseas laws etc.  ",,,,,,,[],2016-02-03 14:40:19.738045,2016-02-03 14:40:19.989698,True,,,,,,
leeinternational,leeinternational,http://www.leeinternational.com,,,,,,Seodaemun-gu,Seoul,kr,03737,1961,,Private,Business/Legal Services,Consulting,,Consumer empowerment,We perform the implementation and judgment of intellectual property rights    ,,,,,,,[],2016-02-03 14:40:26.738621,2016-02-03 14:40:26.866924,True,,,,,,
leemock,leemock,http://www.leemock.com,,,,,,Gangnam-gu,Seoul,kr,06292,1985,201-500,Private,Business/Legal Services,Consulting,,Consumer empowerment,"Mok Patent Corp. offers solutions related to intellectual property rights with professional workforce with ample experience in patent technology and intellectual rights, such as trademarks, design and copyrights.",,,,,,,[],2016-02-03 14:40:26.435245,2016-02-03 14:40:26.562932,True,,,,,,
libeka,libeka,www.libeka.co.kr,,,,,,Guro-gu,Seoul,kr,08381,,11 - 50,Private,System construction,Education,,Education service benefits,"Founded by best experts in library solution in 2009,  Libeka, Inc. distributes a next-generation electronic library solution Libeka based on Non-ActiveX RIA (Rich Internet Application), which was self-developed for the first time in South Korea.
Libeka had its core engine applied to X-LIMS, the next-generation system of the National Library, and had its excellence proved at special, public and university libraries. ",,,,,,,[],2016-02-03 14:39:58.763076,2016-02-03 14:39:58.946055,True,,,,,,
lidee-creative,lidee creative,https://play.google.com/store/apps/details?id=com.lidee.doudou,,,,,,Anyang-si,Gyeonggi-do,kr,14073,2009,11 - 50,Private,Education,Advertising,,Educational opportunity,"Dingdongi and Akkinori - A music app released by ""Lidee"", a children song company",,,,,,,[],2016-02-03 14:40:18.956478,2016-02-03 14:40:19.257931,True,,,,,,
lifesemantics,LifeSemantics,www.lifesemantics.kr/,,,,,,Seocho-gu,Seoul,kr,06753,2012,11 - 50,Private,Data/Technology,"Government contract, Software licensing, User fees for web or mobile access",,Healthcare access,"We provide health care service based on ""Life Record"", a combined platform of personal health record, and BassS service. Life Record offers a tool to combine, store, manage and share personal health life logs generated from loT, a wearable device, and enables to register and manage medical record documents, including prescripts and medical certificates.  Besides, it provides open API to enable the third party to use the data shared by users. We mash up the open data of public health institutions and the personal health records (PHR) and use them to provide PHR-based life-cycle healthcare services.",,,,,,,[],2016-02-03 14:40:16.810619,2016-02-03 14:40:16.811015,True,,,,,,
linewalks,LINEWALKS,http://linewalks.com,,,,,,Seocho-gu,Seoul,kr,06527,2015,,Private,Data/Technology,"Consulting, Solutions business ",,Consumer empowerment,"We connect health care, finance, communication and demographic data, present and provide information from the data in graphs ",,,,,,,[],2016-02-03 14:40:29.629434,2016-02-03 14:40:29.759647,True,,,,,,
locnall,locnall,http://www.locnall.com,,,,,,Gangnam-gu,Seoul,kr,06234,2010,11 - 50,Private,Data/Technology,Consulting,,Housing access,"Accurate and Quick Way Guidance Using Real-Time Traffic Information Black Box, HUD, AR Service                                                             ",,,,,,,[],2016-02-03 14:40:22.404813,2016-02-03 14:40:22.645244,True,,,,,,
macarong-factory,Macarong factory,https://play.google.com/store/apps/details?id=com.nbdproject.macarong,,,,,,Seodaemun-gu,Seoul,kr,03745,2015,1 - 10,Private,Data/Technology,Advertising,,"Citizen engagement and participation, Consumer empowerment, Public safety",MACARON is a mobile app that facilitates vehicle management from gas mileage calculation to maintenance fee history by entering oiling and repair details easily.  ,,,,,,,[],2016-02-03 14:39:58.977057,2016-02-03 14:39:59.222815,True,,,,,,
macguffin,macguffin,,,,,,,Jung-gu,Busan,kr,48957,2015,1 - 10,Private,Lifestyle/Consumer,Advertising,,Regianl economy,,,,,,,,[],2016-02-03 14:39:42.536903,2016-02-03 14:39:42.685577,True,,,,,,
markpro-global,Markpro Global,http://www.markpro.co.kr,,,,,,Yeongdeungpo-gu,Seoul,kr,07299,1994,,Private,Business/Legal Services,Consulting,,Consumer empowerment,"Markpro Global was established for the first time of its kind in South Korea to pay annual patent fees for domestic and foreign companies and institutes, and has grown into a company that manages the renewal of trademark rights in addition to the payment of annual patent fees.",,,,,,,[],2016-02-03 14:40:26.891985,2016-02-03 14:40:27.042196,True,,,,,,
measureaid,measureaid,http://measureaid.com,,,,,,Nowon-gu,Seoul,kr,01878,2014,1 - 10,Private,Consulting,Data/Technology,,Citizen engagement and participation,We build a platform using public health information.  ,,,,,,,[],2016-02-03 14:39:38.978110,2016-02-03 14:39:39.107571,True,,,,,,
media-log,Media log,http://www.medialog.co.kr,,,,,,Mapo-gu,Seoul,kr,03923,2000,,Private,Data/Technology,Advertising,,,"Search for Studio Apartments, Efficiency Apartments, Apartments / Rooms by Key-Money Lease or Monthly Rent across the Country ",,,,,,,[],2016-02-03 14:40:33.637021,2016-02-03 14:40:33.886139,True,,,,,,
mediawill-,MEDIAWILL ,https://play.google.com/store/apps/details?id=com.mediawill.land.store,,,,,,,,kr,00000,2015,1 - 10,Private,Housing/Real Estate,Advertising,,Consumer empowerment,We show the information on neighboring goods on sale on the basis of user location ,,,,,,,[],2016-02-03 14:40:39.681425,2016-02-03 14:40:39.852450,True,,,,,,
mediventures,mediventures,http://www.mediventures.co.kr/,,,,,,Gangnam-gu,Seoul,kr,06130,2012,11 - 50,Private,Media,Advertising,,"Citizen engagement and participation, Consumer empowerment",Medi Ventures offers the optimum services of connecting medical information on the basis of medical big data analyzed with its innovative platform.,,,,,,,[],2016-02-03 14:40:07.460271,2016-02-03 14:40:07.605502,True,,,,,,
medizum,medizum,https://play.google.com/store/apps/details?id=com.medizum,,,,,,Yongsan-gu,Seoul,kr,04316,2014,1 - 10,Private,Pet Care service,Advertising,,Healthcare access,We provide an animal clinic search service ,,,,,,,[],2016-02-03 14:39:53.466002,2016-02-03 14:39:53.466240,True,,,,,,
meetin,meetin,https://play.google.com/store/apps/details?id=com.meetin.weather,,,,,,Anyang-si,Gyeonggi-do,kr,13936,,Jan-50,,Environment/Weather,"Consulting, Data analysis for clients",,Environment and climate change,"We judge whether it is really cold or hot using temperature, humidity, rainfall, wind velocity etc and provide the results in a text form. 
* We give male-female information on what clothing to wear today. (Possible to select Male / Female)",,,,,,,[],2016-02-03 14:40:37.584330,2016-02-03 14:40:37.728037,True,,,,,,
minicinema,minicinema,www.minicinema.co.kr,,,,,,Suwon-si,Gyeonggi-do,kr,16541,2014,1 - 10,Private,Advertising,"Data/Technology, Media, Contents distribution",,"Educational opportunity, Contents Industry development","Mini Cinema is a short film web/app platform to provide distribution, delivery and profits for short film directors and short films for users",,,,,,,[],2016-02-03 14:39:51.822273,2016-02-03 14:39:51.822509,True,,,,,,
mirtech,mirtech,www.mirtech.co.kr ,,,,,,Seocho-gu,Seoul,kr,06640,1994,11 - 50,Private,Data/Technology,Software licensing,,Citizen engagement and participation,,,,,,,,[],2016-02-03 14:40:06.344985,2016-02-03 14:40:07.162083,True,,,,,,
miworks,MIWORKS,www.miworks.co.kr  ,,,,,,Seongnam-si,Gyeonggi-do,kr,13493,2000,,,Data/Technology ,Consulting,,Public safety,"Digital maps, navigation, map ASP, GIS, telematic service etc. ",,,,,,,[],2016-02-03 14:40:35.825681,2016-02-03 14:40:36.115304,True,,,,,,
modetour,modetour,http://www.modetour.com,,,,,,Jung-gu,Seoul,kr,04533,2010,,Private,Business/Legal Services,Advertising,,Travel information ,"Travel arrangement, air ticket sale, publishing, and advertising  ",,,,,,,[],2016-02-03 14:40:32.362063,2016-02-03 14:40:32.362230,True,,,,,,
moduparking,moduparking,www.moduparking.com,,,,,,Gangnam-gu,Seoul,kr,06248,2014,1 - 10,Private,Advertising,"Data/Technology, Geospatial/Mapping, Transportation",,"Citizen engagement and participation, Public safety, Transportation access",We realize economy sharing with the development of a platform sharing location-based parking lots and spaces. ,,,,,,,[],2016-02-03 14:39:58.497599,2016-02-03 14:39:58.738688,True,,,,,,
moimcomms,moimcomms,http://waple.us/,,,,,,Gwanak-gu,Seoul,kr,08826,2015,1 - 10,Private,Lifestyle/Consumer,"Advertising, Data analysis for clients",,,Wapple is a WiFi password sharing service leveraging on the power of social network,,,,,,,[],2016-02-03 14:39:48.303474,2016-02-03 14:39:48.303714,True,,,,,,
muhayu,muhayu,http://muhayu.com/main,,,,,,Seongdong-gu,Seoul,kr,04781,2011.07.08,1 - 10,Private,Data/Technology,Data analysis for clients,,Consumer empowerment,"A plagiarism company that operates ""Copy Killer"", an internet plagiarism investigation service",,,,,,,[],2016-02-03 14:40:28.734319,2016-02-03 14:40:28.879020,True,,,,,,
mycarfacts,mycarfacts,www.mycarfacts.co.kr,,,,,,Yongsan-gu,Seoul,kr,04379,2015,1 - 10,Private,Data/Technology,"Data analysis for clients, User fees for web or mobile access",,"Citizen engagement and participation, Consumer empowerment","Vehicle manufacturers do not reveal any information except their official repair details, and post them at vehicle-specific club websites in South Korea.
Few individual drivers have their own repair records. When a driver posts his repair records at the planned website and has 95% or more of them confirmed, the website will give him a higher price than dealers' ones, which can also be a profit to a customer who buys a used car.      ",,,,,,,[],2016-02-03 14:40:24.361308,2016-02-03 14:40:24.512329,True,,,,,,
naeiltour,naeiltour.,http://www.naeiltour.co.kr,,,,,,Jung-gu,Seoul,kr,04513,1995,,Private,Business/Legal Services,Advertising,,Travel information ,"Naeiltour developed group and hotel backpack travel programs for the first time in South Korea in 1989, and went into the travel industry on a full scale in 1995. 
In 1996, we attracted the attention of the public by developing a condotel backpack travel program.    ",,,,,,,[],2016-02-03 14:40:32.412538,2016-02-03 14:40:32.563027,True,,,,,,
nakthin,Nakthin,nalthin.com,,,,,,Seongnam-si,Gyeonggi-do,kr,13590,2001,1 - 10,Private,Data/Technology,Advertising,,"Citizen engagement and participation, Consumer empowerment, Food access and supply, Healthcare access","Diet Bible is a domestic leader in smart health / diet business that has distributed applications 'Circulation Exercise' and 'Diet for People': the former amounts to 300000 accumulated downloads and the latter was introduced in KTV. 
All of our services were made by professional trainers and verified nutritionists and are delivered after the inspection of Selleo, a diet / health consultant. 
",,,,,,,[],2016-02-03 14:39:58.092717,2016-02-03 14:39:58.092852,True,,,,,,
nameq,nameQ,http://www.nameq.net/,,,,,,Jung-gu,Seoul,kr,04618,2013,1 - 10,Private,Data/Technology,Advertising,,Lifstye benefits,Managing Namecard,,,,,,,[],2016-02-03 14:40:07.809857,2016-02-03 14:40:07.973700,True,,,,,,
naturing,naturing,www.naturing.net,,,,,,Seongdong-gu,Seoul,kr,04797,2014,1 - 10,Private,Consulting,"Data/Technology, Environment/Weather",,"Citizen engagement and participation, Environment and climate change","NATURING is a tool to observe, record, and retrieve nature and an open network to share natural activity experience. It is also a new system to most effectively arrange the very nature you alone will be able to see ""right there, right now"". NATURING supports and implements various civic science projects so that anyone can contribute to the preservation of the eco-system by the mere record.",,,,,,,[],2016-02-03 14:39:35.247386,2016-02-03 14:39:35.485678,True,,,,,,
naver,Naver,www.naver.com,,,,,,Seongnam-si,Gyeonggi-do,kr,13561,1999,1001-5000,Private,Data/Technology,"Consulting, Advertising ",,Educational opportunity ,"Naver, Inc. has grown into an internet company that gets the highest earnings rate by developing stable profit models through search advertisement etc and applying them to markets.",,,,,,,[],2016-02-03 14:40:31.241675,2016-02-03 14:40:31.510112,True,,,,,,
nbuzz,n-buzz,www.n-buzz.com,,,,,,Geumcheon-gu,Seoul,kr,08513,2013,1 - 10,Private,Data/Technology,User fees for web or mobile access,,,We are an indie game / app development team in Seou,,,,,,,[],2016-02-03 14:39:55.008765,2016-02-03 14:39:55.009050,True,,,,,,
neomtech-,NeoMtech ,http://www.neomtech.com/,,,,,,Guro-gu,Seoul,kr,08381,2004,1 - 10,Private,Data/Technology,"Consulting, Data analysis for clients",,Food access and supply,"NEOMTECH provides solutions, services and business platforms to wire-wireless communication and e-business service providers. We have best technology and service know-how for successful wireless Internet business solutions and services. We have already offered solutions and services to large companies, including wireless communication companies and Visa Card, and are recognized to be a provider of stable solutions and technical abilities.  ",,,,,,,[],2016-02-03 14:40:18.523056,2016-02-03 14:40:18.658518,True,,,,,,
networksystem,networksystem,,,,,,,Mokpo-si,Jeollanam-do,kr,58656,2003,1 - 10,Private,Data/Technology,Data analysis for clients,,"Citizen engagement and participation, Public safety",,,,,,,,[],2016-02-03 14:40:05.779008,2016-02-03 14:40:06.019248,True,,,,,,
newbreed,newbreed,http://newbreed.co.kr,,,,,,Wonju-si,Gangwon-do,kr,26404,2013,1 - 10,Private,S/W licensing,"Data/Technology, Internet",,"Citizen engagement and participation, Consumer empowerment",We are a web agency that leads trends in the globalization age and makes continuous R & D and investment.,,,,,,,[],2016-02-03 14:39:51.878662,2016-02-03 14:39:52.006849,True,,,,,,
newsjelly,newsjelly,http://newsjel.ly,,,,,,Mapo-gu,Seoul,kr,04061,2014,11 - 50,Private,Consulting,Data/Technology,,"Citizen engagement and participation, Educational opportunity, Good governance, Enhancing data utilization","NEWSJELLY is a service to provide news anyone can be interested in, using the info-graphic charts based on big data analysis and the exciting stories. ",,,,,,,[],2016-02-03 14:39:53.139552,2016-02-03 14:39:53.269748,True,,,,,,
next_innovation,NEXT_INNOVATION?,https://play.google.com/store/apps/details?id=kr.nextinnovation.stamppop,,,,,,Yeongdeungpo-gu,Seoul,kr,07333,2015,1 - 10,Private,Lifestyle/Consumer,Advertising,,Citizen engagement and participation ,"Now, STAMP enables to find any kind of travel information on attractions near famous restaurants, local festivals, etc very easily.",,,,,,,[],2016-02-03 14:40:39.351745,2016-02-03 14:40:39.500386,True,,,,,,
ngmaking,NGMaking,,,,,,,Gumi-si,Gyeongsangbuk-do,kr,39441,2014,1 - 10,Private,Business/Legal Services,"Advertising, Consulting, Government contract, User fees for web or mobile access",,"Citizen engagement and participation, Consumer empowerment, Educational opportunity, Public safety",,,,,,,,[],2016-02-03 14:40:01.850299,2016-02-03 14:40:01.850389,True,,,,,,
nice,NICE,http://www.niceinfo.co.kr,,,,,,Yeongdeungpo-gu,Seoul,kr,07238,1985,,Private,Data/Technology,"Consulting, Solutions business ",,Financial access,"We provide consumer credit rating and corporate information on the basis of credit rating and analysis experience, South Korea's biggest credit information database and knowhow, excellent professional manpower and brand awareness   ",,,,,,,[],2016-02-03 14:40:29.579180,2016-02-03 14:40:29.579273,True,,,,,,
noaa-solution,noaa solution,http://noaa.co.kr,,,,,,Dongjak-gu,Seoul,kr,07074,2006,51-200,Private,Business/Legal Services,"Data analysis for clients, Government contract",,Environment and climate change,"Noaa Solution, Inc. tries to play a leading role in safety management business by national resource management based on IT and technical development operation ability reinforcement and to contribute to people's life free from disasters. ",,,,,,,[],2016-02-03 14:40:04.772452,2016-02-03 14:40:04.906968,True,,,,,,
nowdream,nowdream,http://www.nowdream.co.kr,,,,,,Seocho-gu,Seoul,kr,06650,2012,11 - 50,Private,Data/Technology,"Consulting, Data analysis for clients",,"Environment and climate change, Public safety","Established in 2012, Nowdream, Inc. expands business areas on the basis of IT and weather-related technology. We endeavor to grow into a world's top-class global company on the basis of continuous investment, human resource development and technical development.    ",,,,,,,[],2016-02-03 14:40:17.982548,2016-02-03 14:40:18.497929,True,,,,,,
nplan,N-PLAN,https://play.google.com/store/apps/details?id=kr.com.enjoyfarm,,,,,,,,kr,00000,,Jan-50,,Lifestyle/Consumer ,Advertising ,,Citizen engagement and participation,"We offer information on farming village experience.
This is an information sharing app for users to share ""n plan"" in case of emergency and get various information.  
",,,,,,,[],2016-02-03 14:40:37.429055,2016-02-03 14:40:37.558618,True,,,,,,
nwsoft,NwSoft,data.mafra.go.kr,,,,,,,,kr,00000,2014,1 - 10,Private,Food/Agriculture,Consulting,,Consumer empowerment,"This is a system to offer a joint management system by the collection-storage-analysis of public data from institutions related to the Ministry of Agriculture & Food and ural Affairs, using the open data. ",,,,,,,[],2016-02-03 14:40:09.929604,2016-02-03 14:40:10.162449,True,,,,,,
offonkorea,offonkorea,http://www.offonkorea.com,,,,,,Suyeong-gu,Busan,kr,48227,2013,1 - 10,Private,Transportation,"Advertising, Consulting, Membership fees",,Public safety,"We develop services necessary for life suing web and mobile environments. 
Offonkorea offers services one year six months earlier than Kakao Taxi, Limo Taxi etc. We own location-based, messaging technologies.  ",,,,,,,[],2016-02-03 14:40:11.549782,2016-02-03 14:40:11.723981,True,,,,,,
ok-world,ok world,www.ckinjector.co.kr,,,,,,Seongju-gun,Gyeongsangbuk-do,kr,40031,2002,1 - 10,Private,Environment/Weather,Product production and sale,,Environment and climate change,"CK World, Inc. is a company dedicated to blow tubes (CK Injector) for industrial back filter cleaning. We have made an epoch-making improvement of back filter problems, i.e. eye blockage (increase in differential pressure), productivity reduction, environmental pollution, frequent filter exchange, filter tear etc using our patented CK Injector.  This product makes it possible to clean a very long (12 m) filter and to remodel an exiting back filter. ",,,,,,,[],2016-02-03 14:39:59.858664,2016-02-03 14:39:59.858798,True,,,,,,
oncode,oncode,www.oncode.co.kr,,,,,,,,kr,00000,2013,1 - 10,Private,Business/Legal Services,Software licensing,,,"We build a UX/UI oriented strategic website on the basis of the program development experience of over 10 years, the quick analysis and understanding of user needs, and the professional planning capabilities. Our goal is to provide customers with more services than they expect. ",,,,,,,[],2016-02-03 14:39:42.717207,2016-02-03 14:39:42.717442,True,,,,,,
onkweather,onkweather,http://www.onkweather.com,,,,,,Guro-gu,Seoul,kr,08389,2011,,Private,Environment/Weather,"Consulting, Data analysis for clients",,Environment and climate change,"We offer quick, accurate and useful weather news and takes the lead in disaster prevention by climate change",,,,,,,[],2016-02-03 14:40:25.863059,2016-02-03 14:40:26.010753,True,,,,,,
onycom-,onycom ,http://www.onycom.com,,,,,,Jung-gu,Seoul,kr,04519,1998,,Private,Data/Technology,Data analysis for clients,,,"Onycom has maximized customer values by offering IT related total services from consulting to system building and maintenance in customer support solution, BCI, application etc on the basis of IT expertise and customer industry understanding.",,,,,,,[],2016-02-03 14:40:30.236276,2016-02-03 14:40:30.236512,True,,,,,,
openmate,openmate,http://www.openmate.co.kr,,,,,,Seodaemun-gu,Seoul,kr,03739,2005,,Private,Data/Technology,"Consulting, Solutions business ",,Financial access,"OPENMATE, Inc. specializes in the GIS to map the flow of men and money. The core of management is to grasp the invisible flow of men and money. 
The geographical information system (GIS) analyzes thousands kinds of geographical information gathered from artificial satellites and the earth and provides ""maps and compasses"" for corporate management. 
Where are your customers? By what are your customers characterized from region to region? 
We have developed special solutions to find answers for the both questions. We support strategy establishment and decision-making optimized to location, business area, background market, competitive composition and customer characteristics. ",,,,,,,[],2016-02-03 14:40:29.229681,2016-02-03 14:40:29.364796,True,,,,,,
panasia-engineering,panasia engineering,http://www.panasia.co.kr,,,,,,Suwon-si,Gyeonggi-do,kr,16571,1999,,Private,Data/Technology,"Consulting, Solutions business ",,Public safety,"We push forward a GIS-related business, including GPS, precision measurement, remote sensing, numerical map and software development",,,,,,,[],2016-02-03 14:40:28.433740,2016-02-03 14:40:28.709690,True,,,,,,
pantom,pantom,www.pantom777.com,,,,,,Anyang-si,Gyeonggi-do,kr,14057,,11 - 50,Private,Data/Technology,Consulting,,Public safety,"Pantom is changing quickly since its launch in 2010 to provide optimal services in the services of a customer who is developing products and services have been making efforts.

In all of these efforts, constant innovations, IT, SI (system integration) proceeded to leap forward into a total solution based on a professional business.

In the future, in order to reinvent itself as a global company pantom national infrastructure of the air, the national property and public safety by providing port services, transportation, coupled with the Green it Based on responsibility and accountability by providing services for the best it, I'll be pantom ",,,,,,,[],2016-02-03 14:39:58.215886,2016-02-03 14:39:58.215980,True,,,,,,
pastelplus,PastelPlus,,,,,,,Jeonju-si,Jeollabuk-do,kr,54922,2014,1 - 10,Private,Data/Technology,Product production and sale,,"Citizen engagement and participation, Educational opportunity",PASTEL PLUS develops softwares and hardwares to photograph high-resolution VR panorama road view using a smart phone.,,,,,,,[],2016-02-03 14:40:24.537753,2016-02-03 14:40:24.806835,True,,,,,,
patentpia,patentpia,https://www.patentpia.com/,,,,,,Gangnam-gu,Seoul,kr,06244,2002,1 - 10,Private,Data/Technology,"Consulting, Data analysis for clients",,,IP Risk & Biz Oriented Service,,,,,,,[],2016-02-03 14:40:02.699995,2016-02-03 14:40:02.921421,True,,,,,,
pcn,pcn,www.pcninc.co.kr,,,,,,Gangnam-gu,Seoul,kr,06046,2001,51-200,Private,Data/Technology,Homepage development,,,"Founded in 1999, PCN has more than 90 professionals as one of best Web/Mobile service providers. We are a technology-intensive enterprise whose R&D team has developed search engine, WCMS, community/blog, sementic web solution etc.",,,,,,,[],2016-02-03 14:39:37.428940,2016-02-03 14:39:37.429176,True,,,,,,
petsbe,petsbe,https://play.google.com/store/apps/details?id=com.petsbe.android.petsbemall&hl=CONFIG_lang,,,,,,Bucheon-si,Gyeonggi-do,kr,14559,2012,1 - 10,Private,Lifestyle/Consumer,Advertising ,,,This is a comprehensive shopping mall for puppies and cats. We provide certified goods and services at reasonable prices.,,,,,,,[],2016-02-03 14:40:29.070500,2016-02-03 14:40:29.203983,True,,,,,,
phyzen-,Phyzen ,http://www.phyzen.com,,,,,,Gwanak-gu,Seoul,kr,08787,2013,1 - 10,Private,Data/Technology,Data analysis for clients,,,"PHYZEN Co., Ltd. aims to create new values of genome by changing DNA information into knowledge and technology.
We support an efficient and comprehensive genome analysis meeting the requirements of customers using the genome information produced at various NGS platforms on the basis of the professional experience of biological genome information analysis ",,,,,,,[],2016-02-03 14:40:23.517486,2016-02-03 14:40:23.676200,True,,,,,,
plandscns,plandscns,https://play.google.com/store/apps/details?id=kim.mountain,,,,,,Andong-si,Gyeongsangbuk-do,kr,36735,2012,1 - 10,Private,Lifestyle/Consumer,Advertising,,Health/Medical,"You can receive the information on the recommended mountains of the month and the mountains by season and region, and enjoy mountain climbing by theme. In addition to mountain information, you can get necessary further information from news, blogs etc with one click without separate search. You can receive the information on favorite mountains and their rankings. You can share information in real time by joining Mountains I Visited.",,,,,,,[],2016-02-03 14:40:39.028725,2016-02-03 14:40:39.163679,True,,,,,,
planstalk,planstalk,www.planstalk.com,,,,,,Geumcheon-gu,Seoul,kr,08513,2012,1 - 10,Private,Lifestyle/Consumer,Advertising,,Citizen engagement and participation,,,,,,,,[],2016-02-03 14:39:43.904083,2016-02-03 14:39:44.089677,True,,,,,,
plantmobile,plantmobile,www.jmirotown.com,,,,,,Seongnam-si,Gyeonggi-do,kr,13494,2015,1 - 10,Private,User fees for web or mobile access,"Data/Technology, Education, Media",,Informacion access,An interesting village seeking new mobile service,,,,,,,[],2016-02-03 14:39:49.726784,2016-02-03 14:39:49.867346,True,,,,,,
plustonic,plustonic,www.plustonic.com,,,,,,Songpa-gu,Seoul,kr,05840,2014,11 - 50,Private,Lifestyle/Consumer,User fees for web or mobile access,,Citizen engagement and participation,,,,,,,,[],2016-02-03 14:39:55.238724,2016-02-03 14:39:55.238894,True,,,,,,
posti-,Post-I ,http://tm.spots.kr,,,,,,Mapo-gu,Seoul,kr,03961,2013,1 - 10,Private,Business/Legal Services,"Consulting, Contributions/Donations, Government contract, Membership fees",,"Culture/Arts, Retailer empowerment, Educational opportunity","Time-Spot is support that event spaces manage their on-offline social channel.
 A complete platform service that covers any form of group meeting from one-time events and space.
  After registration you will receive service updates and event news",,,,,,,[],2016-02-03 14:39:50.450237,2016-02-03 14:39:50.450475,True,,,,,,
